[-0.00098053 -0.05160702 -0.00482875],[ 0.04798888 -0.06810607  0.03379783],[ 0.00482466 -0.05462389  0.00033944],[-0.09296166 -0.01759497 -0.03040999],[-0.02680517  0.04160986  0.01196334],[-0.0036885   0.04052905  0.0415193 ],[-0.01281731  0.04555672 -0.02707083],[ 0.06687902  0.15855496 -0.07678622],[ 0.07287606  0.08894029 -0.05959264],[ 0.03817208  0.04453561 -0.03216963],[0.13203473 0.04987309 0.04426907],[ 0.12564601  0.04360236 -0.00945814],[ 0.18628839  0.05665112 -0.04710542],[ 0.19965545  0.15563496 -0.06906383],[ 0.12559458  0.1299677  -0.0432885 ],[0.10126563 0.0965762  0.01066606],[0.19375359 0.10532915 0.08496023],[0.21164551 0.11014564 0.14603194],[0.14975654 0.11060064 0.08635964],[0.1434148  0.02184293 0.02606463]
[0.0183795  0.0863557  0.05217743],[-0.03396715  0.09507315  0.00110476],[-0.00606103  0.02671696  0.06466499],[ 0.06928023  0.03027851 -0.01008823],[ 0.04433855  0.03722921 -0.04735579],[ 0.02057424  0.12642632 -0.04160152],[ 0.07935313  0.07481635 -0.03513806],[ 0.13848016  0.07794399 -0.05479316],[ 0.11613752  0.12640347 -0.09042073],[ 0.1283955   0.14828335 -0.10910214],[ 0.09131923  0.03101806 -0.15282944],[ 0.1384655   0.03314941 -0.15144074],[ 0.13165958 -0.00691457 -0.16609282],[ 0.13889146 -0.03209507 -0.20206586],[ 0.157506   -0.10563992 -0.26173009],[ 0.13197328 -0.07787162 -0.24324188],[ 0.14111708 -0.05133712 -0.24485173],[ 0.03541055 -0.11217996 -0.26136603],[-0.02625608 -0.07655645 -0.2058771 ],[-0.03138033 -0.08728668 -0.20720346]
[0.14970326 0.0312452  0.04521075],[ 0.56187846  0.96218666 -0.99880891],[ 0.8442019   0.94053539 -0.9996837 ],[ 0.81482385  0.97732536 -1.        ],[ 0.74250075  0.96968665 -1.        ],[ 0.7252759   0.95065864 -1.        ],[ 0.67317844  0.91711267 -1.        ],[ 0.71735201  0.99287253 -1.        ],[ 0.78734106  1.         -1.        ],[ 0.82785967  1.         -1.        ],[ 0.85283269  1.         -1.        ],[ 0.90890438  1.         -1.        ],[ 0.87664385  1.         -1.        ],[ 0.93212679  1.         -1.        ],[ 0.96818858  1.         -0.97891158],[ 1.          1.         -0.90478919],[ 0.97178297  1.         -0.87503269],[ 1.          1.         -0.90062721],[ 0.95299768  1.         -0.9361366 ],[ 1.          1.         -0.95780162]
[ 0.06911755  0.03223862 -0.11036248],[ 0.73387651  0.96874069 -1.        ],[ 0.96031071  1.         -1.        ],[ 0.93727418  1.         -1.        ],[ 0.99712527  1.         -1.        ],[ 0.99080371  1.         -1.        ],[ 0.9663825  1.        -1.       ],[ 0.92341173  0.98986633 -1.        ],[ 0.94393216  1.         -1.        ],[ 0.97384892  0.97088075 -1.        ],[ 1.          0.90656792 -1.        ],[ 1.         0.9664967 -1.       ],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          1.         -0.96179378],[ 1.          1.         -0.94860266],[ 0.93589669  1.         -0.96785179],[ 0.87823981  1.         -0.94998104],[ 0.88679121  1.         -0.91382453],[ 0.82141891  1.         -0.93258584]
[ 0.04495712  0.10796985 -0.04826583],[ 0.9643394   0.95487602 -1.        ],[ 1.          0.90849683 -1.        ],[ 1.          0.89075364 -0.98202014],[ 1.          0.92014794 -0.96207578],[ 1.          0.92343386 -0.97002571],[ 1.          0.90878034 -0.96700211],[ 1.          1.         -0.92888288],[ 1.          1.         -0.98313459],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          1.         -0.93506692]
[ 0.00190545  0.10306888 -0.07334608],[ 0.65470912  0.90146738 -0.88577858],[ 0.95605746  1.         -0.99377726],[ 0.91002516  1.         -0.98794407],[ 1.         1.        -0.9379476],[ 0.97732897  1.         -0.93299149],[ 0.97282506  0.96990509 -0.89954002],[ 0.95145395  0.97416052 -0.84655033],[ 0.8889776   1.         -0.81393036],[ 0.90945948  1.         -0.77671326],[ 0.9967438   1.         -0.90411997],[ 1.          1.         -0.86030914],[ 1.          1.         -0.84878918],[ 0.93945431  1.         -0.98470844],[ 0.94420489  1.         -1.        ],[ 0.90892929  1.         -1.        ],[ 0.90014293  1.         -1.        ],[ 0.91271644  1.         -1.        ],[ 0.88113422  1.         -1.        ],[ 0.96597277  1.         -1.        ]
[ 0.02790839  0.1170827  -0.12238991],[ 0.75572226  0.88161922 -0.95726616],[ 0.87216918  0.89874458 -0.98492665],[ 0.85870188  0.89189109 -0.88419744],[ 0.86178318  0.8600322  -0.94524231],[ 0.90860215  0.77421331 -0.97912195],[ 0.93473445  0.70501673 -0.96934228],[ 1.          0.66910433 -0.94405277],[ 1.          0.65546627 -0.96309585],[ 1.          0.65874782 -0.97391443],[ 0.9709042   0.77973173 -0.871013  ],[ 0.88290563  0.79912919 -0.84660844],[ 0.90694121  0.90527503 -0.84470001],[ 0.92827787  0.88423175 -0.78282399],[ 0.93888317  0.94952285 -0.78044754],[ 0.99443775  0.92518176 -0.80726692],[ 0.92514451  0.91690404 -0.80770748],[ 1.          0.89800248 -0.76723863],[ 0.95964413  0.96088603 -0.86618061],[ 0.89238607  0.98330051 -0.90215305]
[ 0.06855148  0.10557188 -0.18291905],[ 0.95900052  0.79994955 -0.98456182],[ 0.97287064  0.87235551 -0.93696765],[ 0.97395832  0.7827174  -0.95638068],[ 0.96300961  0.80515556 -0.93963406],[ 1.          0.89861704 -0.88331605],[ 1.          0.95736142 -0.79405276],[ 1.          0.97208842 -0.73778102],[ 1.          0.95556233 -0.77389128],[ 1.          1.         -0.74346109],[ 1.          1.         -0.78648233],[ 1.          1.         -0.62956511],[ 1.          0.91143858 -0.64705076],[ 1.          0.97896241 -0.6778085 ],[ 1.          1.         -0.74321911],[ 0.95286182  1.         -0.75438236],[ 0.89484441  1.         -0.81834946],[ 0.95212937  1.         -0.78386511],[ 0.96028946  1.         -0.82695552],[ 0.92451731  1.         -0.88579662]
[ 0.12161159  0.25961417 -0.17898962],[ 0.98187975  1.         -0.87782629],[ 1.          1.         -0.94776713],[ 1.          0.9575972  -0.94052946],[ 0.97224514  0.88160703 -1.        ],[ 1.          0.84026559 -1.        ],[ 1.          0.86274674 -0.97401257],[ 1.          0.85331847 -1.        ],[ 1.         0.8860664 -1.       ],[ 1.          0.97783386 -0.9536427 ],[ 1.          0.98001811 -0.94892308],[ 0.9697269   0.92572681 -0.94580339],[ 0.97617323  0.96049951 -0.95572599],[ 0.91575191  1.         -0.99520049],[ 0.87574413  0.95912377 -0.94693657],[ 0.8540773   0.92239406 -0.92820141],[ 0.84695583  0.98226576 -0.86740852],[ 0.86707536  1.         -0.85611813],[ 0.93604931  1.         -0.76588901],[ 0.98176099  1.         -0.76035186]
[ 0.12139277  0.33053209 -0.3065042 ],[ 0.94408608  1.         -0.98209457],[ 0.96566205  0.9864521  -0.98972564],[ 0.86113796  1.         -0.99756509],[ 0.89446819  1.         -1.        ],[ 0.9246908  1.        -1.       ],[ 0.91487834  1.         -1.        ],[ 0.92254788  1.         -1.        ],[ 0.98444251  1.         -1.        ],[ 0.93154556  1.         -1.        ],[ 0.99815998  1.         -1.        ],[ 0.9520858  1.        -1.       ],[ 0.97957521  1.         -1.        ],[ 0.92696583  1.         -1.        ],[ 0.89922738  1.         -1.        ],[ 0.91158586  1.         -1.        ],[ 0.89751889  1.         -1.        ],[ 0.87221492  1.         -1.        ],[ 0.84969437  1.         -1.        ],[ 0.80828421  1.         -1.        ]
[ 0.30442168  0.38090266 -0.37259347],[ 1.          1.         -0.94382451],[ 1.          0.98152814 -0.88448313],[ 1.          0.91123277 -0.86491087],[ 0.99762652  0.86881799 -0.86882849],[ 0.97649695  0.8485652  -0.85746063],[ 0.92326468  0.86507138 -0.82476893],[ 0.99032702  0.7889176  -0.91656768],[ 0.98808842  0.81841768 -0.87029506],[ 0.93336399  0.77796456 -0.96360293],[ 0.91989463  0.79155035 -1.        ],[ 0.95386907  0.82121388 -1.        ],[ 0.94699304  0.80505243 -1.        ],[ 0.94876943  0.7816286  -1.        ],[ 0.94132642  0.79863147 -1.        ],[ 0.9425762   0.76677843 -1.        ],[ 0.94852833  0.79102927 -1.        ],[ 0.9659415   0.79186019 -1.        ],[ 1.         0.8051723 -1.       ],[ 1.          0.73205292 -1.        ]
[ 0.27065579  0.46028678 -0.44352295],[ 1.        1.       -0.942926],[ 0.95747487  1.         -0.86051932],[ 0.98982961  0.97646062 -0.87691805],[ 1.          0.97305515 -0.83241758],[ 1.          1.         -0.77331595],[ 1.          0.95340026 -0.6555862 ],[ 0.98948748  0.99225578 -0.71815598],[ 1.          0.92479834 -0.6606253 ],[ 1.          0.82246708 -0.63739884],[ 1.          0.86047651 -0.65859191],[ 1.          0.89465681 -0.66760003],[ 1.          0.86328432 -0.68181852],[ 1.          0.87342719 -0.71903929],[ 1.          0.85926723 -0.79724141],[ 1.          0.84932066 -0.76438557],[ 1.          0.83409273 -0.75409879],[ 1.          0.91244614 -0.75602803],[ 1.          0.95538399 -0.79630479],[ 1.          1.         -0.71959539]
[ 0.33904832  0.5054043  -0.57852552],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 0.94507899  1.         -1.        ],[ 0.98241365  1.         -1.        ],[ 0.94436101  0.91436166 -1.        ],[ 0.99814798  0.9223192  -1.        ],[ 1.          0.94004232 -1.        ],[ 0.96973294  0.93919825 -1.        ],[ 0.93870007  0.91888537 -1.        ],[ 0.8601772  1.        -1.       ],[ 0.83017853  1.         -1.        ]
[ 0.20437002  0.54218797 -0.57644309],[ 0.77669309  1.         -0.97007956],[ 0.79397379  1.         -0.97853631],[ 0.81360757  0.89403892 -0.91828736],[ 0.7708173   0.92447478 -0.85674433],[ 0.8311186   0.92198988 -0.8097892 ],[ 0.79639449  0.88691662 -0.77094843],[ 0.81035579  0.8644155  -0.85975224],[ 0.77016025  0.87771786 -0.88959558],[ 0.64419904  0.89968853 -0.85990885],[ 0.68342731  0.8741402  -0.80870561],[ 0.7150924   0.91333658 -0.84668478],[ 0.71641543  0.95660933 -0.84017886],[ 0.63235145  0.97907648 -0.77384467],[ 0.52529572  0.96557639 -0.8225449 ],[ 0.54863581  0.92501668 -0.82095073],[ 0.50102945  0.96799989 -0.84640134],[ 0.50191855  0.96911498 -0.90245255],[ 0.53064009  0.97656508 -0.88173006],[ 0.54583273  0.94587994 -0.83544758]
[ 0.25111637  0.5767835  -0.6870452 ],[ 1.  1. -1.],[ 1.  1. -1.],[ 0.98701179  1.         -1.        ],[ 0.94231319  0.93579743 -0.92884005],[ 0.96261585  0.90891613 -0.92419147],[ 0.9165836   0.99970101 -0.89852365],[ 0.8662021   0.97127979 -0.77191332],[ 0.79675256  0.94955989 -0.7653018 ],[ 0.79939548  0.91451289 -0.72139737],[ 0.81603561  0.87457845 -0.72122088],[ 0.81197986  0.90488832 -0.70210328],[ 0.91258281  0.95765722 -0.74040052],[ 0.80260398  0.8653188  -0.80885749],[ 0.84592357  0.87305534 -0.82223212],[ 0.86436126  0.82242761 -0.76652645],[ 0.85761347  0.82972798 -0.76895857],[ 0.87459587  0.74684344 -0.77277029],[ 0.83693058  0.70253861 -0.84660491],[ 0.88375902  0.74230757 -0.85470044]
[ 0.22669517  0.65029063 -0.72166137],[ 1.  1. -1.],[ 0.97204957  1.         -1.        ],[ 0.97299522  1.         -1.        ],[ 0.98129422  1.         -0.97262947],[ 0.9581731   1.         -0.98531621],[ 0.92226826  1.         -0.92493452],[ 0.97025632  1.         -0.83319875],[ 0.92121488  1.         -0.68265619],[ 0.82706209  1.         -0.74971807],[ 0.79388466  1.         -0.81028666],[ 0.78459079  1.         -0.83987106],[ 0.84035079  1.         -0.79593663],[ 0.81027418  1.         -0.87688894],[ 0.81644466  1.         -0.86151742],[ 0.7277528   1.         -0.85752466],[ 0.7652034   1.         -0.83457534],[ 0.81113332  1.         -0.78783662],[ 0.82139907  1.         -0.81933831],[ 0.89745261  1.         -0.796884  ]
[ 0.17895078  0.49384906 -0.70031205],[ 1.         0.8292268 -1.       ],[ 1.         0.7828135 -1.       ],[ 1.          0.76343512 -1.        ],[ 1.          0.74405029 -1.        ],[ 1.          0.78126368 -1.        ],[ 1.          0.82804019 -0.97820859],[ 1.          0.86894012 -0.99216809],[ 1.          0.97247195 -0.94121615],[ 1.          0.99060697 -1.        ],[ 0.98331162  0.90795534 -1.        ],[ 1.          0.88087902 -0.98581793],[ 0.97775475  0.83088775 -1.        ],[ 0.9772376   0.82160508 -1.        ],[ 0.9273678   0.81417409 -1.        ],[ 0.96460881  0.84166334 -1.        ],[ 0.9112655   0.77223456 -0.96041078],[ 0.92332437  0.79562606 -1.        ],[ 0.87341147  0.78892579 -1.        ],[ 0.87138139  0.7549993  -1.        ]
[ 0.06280442  0.42181692 -0.62280038],[-0.09699383  0.98217993 -0.89828932],[ 0.06016894  0.99668705 -0.89002133],[ 0.07867615  0.96624752 -0.84139235],[-0.1196491   1.         -0.91304213],[-0.01665681  1.         -0.90152868],[-0.06714991  0.94418005 -0.94061686],[-0.05067312  0.86760298 -0.90271063],[-0.04941543  0.90894011 -0.89709541],[-0.01512261  0.3180246  -0.70049298],[ 0.02439737  0.13610812 -0.50457383],[ 0.08388076  0.11295831 -0.54351084],[ 0.05418822  0.12977924 -0.61988216],[ 0.00389587  0.05669226 -0.61351581],[-0.04490024  0.14454417 -0.61121277],[ 0.0142857   0.13347957 -0.62947668],[ 0.0679182   0.07974591 -0.70140836],[-0.01246573  0.10559296 -0.78437091],[-0.03901408  0.08878443 -0.74128814],[-0.05803845  0.02226224 -0.74252118]
[ 0.07466318  0.41267926 -0.59513412],[ 0.95727588  1.         -0.98960929],[ 0.99408331  1.         -0.93929749],[ 0.96789565  0.96787793 -0.95554429],[ 0.93040198  1.         -0.97101417],[ 0.87836207  1.         -0.8972097 ],[ 0.88184405  0.97140871 -0.84724743],[ 0.8960327   0.95797971 -0.93241125],[ 0.99826601  0.90348476 -0.99628042],[ 0.96784472  0.92535517 -0.96148601],[ 0.96204761  0.99377076 -0.98170083],[ 0.96262307  1.         -1.        ],[ 0.94348095  1.         -1.        ],[ 0.99609762  1.         -1.        ],[ 0.94159388  1.         -1.        ],[ 0.89051172  1.         -1.        ],[ 0.87736198  1.         -1.        ],[ 0.85098375  1.         -1.        ],[ 0.83111067  1.         -1.        ],[ 0.78032911  1.         -1.        ]
[ 0.1479503   0.30590547 -0.62447456],[ 1.          1.         -0.95805453],[ 1.          0.97216185 -0.9167536 ],[ 1.          1.         -0.93565127],[ 1.          1.         -0.96493212],[ 1.          1.         -0.91906866],[ 1.          1.         -0.89097737],[ 1.          1.         -0.93134655],[ 1.          1.         -0.93721332],[ 1.  1. -1.],[ 1.          0.88817453 -1.        ],[ 1.          0.83995576 -1.        ],[ 1.          0.87469505 -1.        ],[ 1.          0.8395293  -0.96516208],[ 1.          0.8697614  -0.93474439],[ 1.          0.78434143 -0.9857577 ],[ 1.          0.73355917 -1.        ],[ 1.          0.70906471 -1.        ],[ 1.          0.77629537 -0.96833669],[ 1.          0.83252043 -0.99309918]
[ 0.1662251   0.2777168  -0.60925766],[ 0.93005668  1.         -1.        ],[ 0.93617718  1.         -0.95141635],[ 0.93938263  0.98795655 -0.92112994],[ 0.87982311  0.94784548 -0.92178689],[ 0.92179304  1.         -0.97374146],[ 0.92341106  0.99017085 -1.        ],[ 0.93268992  0.85572337 -1.        ],[ 0.90520153  0.79049515 -1.        ],[ 0.93945201  0.76940112 -0.99581068],[ 0.91090288  0.7758564  -0.99436798],[ 0.89489991  0.74553884 -0.93723005],[ 0.90945871  0.63707177 -0.92409492],[ 0.87543889  0.70065775 -0.88713761],[ 0.94593233  0.73733926 -0.89650485],[ 1.          0.69796989 -0.86962647],[ 0.97800194  0.67440137 -0.89872977],[ 1.          0.63007478 -1.        ],[ 1.          0.63403041 -1.        ],[ 1.          0.65749025 -0.99989453]
[ 0.18329916  0.21023123 -0.66209191],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          0.98668251 -1.        ],[ 1.  1. -1.],[ 1.          0.97868576 -1.        ],[ 1.          1.         -0.98921752],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          1.         -0.91217785],[ 1.          1.         -0.96788328],[ 1.          1.         -0.86503611],[ 1.          1.         -0.82554864]
[ 0.19142948  0.11975486 -0.6819422 ],[ 0.94153108  1.         -1.        ],[ 1.  1. -1.],[ 0.97608356  0.95954883 -0.98996914],[ 0.92642122  0.89909625 -1.        ],[ 0.91358189  0.91620077 -1.        ],[ 0.91496639  0.88131074 -1.        ],[ 0.94122185  0.96424725 -1.        ],[ 0.91677587  1.         -1.        ],[ 0.9580587  1.        -1.       ],[ 0.92340126  0.96420489 -1.        ],[ 0.94228947  1.         -1.        ],[ 0.98108997  0.99108874 -1.        ],[ 0.96937434  0.93960085 -1.        ],[ 0.96644476  0.95742843 -1.        ],[ 0.97651259  0.942162   -0.97390967],[ 1.          0.86732575 -0.97926142],[ 1.          0.84954447 -0.90373859],[ 1.          0.80883021 -0.95469235],[ 1.         0.8096046 -1.       ]
[ 0.0973369   0.18061216 -0.67857069],[ 0.98650871  0.85251323 -0.9812291 ],[ 1.          1.         -0.96079189],[ 1.          1.         -0.94549509],[ 0.96111222  1.         -1.        ],[ 0.98484027  1.         -0.94861898],[ 0.9855856   1.         -0.99856735],[ 0.99472645  1.         -0.9588256 ],[ 1.         1.        -0.9951311],[ 1.  1. -1.],[ 1.  1. -1.],[ 1.          1.         -0.90630535],[ 0.96010346  1.         -0.97083326],[ 0.96201788  1.         -0.99224725],[ 1.  1. -1.],[ 0.9879869  1.        -1.       ],[ 0.99065871  1.         -1.        ],[ 1.  1. -1.],[ 0.95652355  1.         -1.        ],[ 0.92357423  1.         -1.        ]
